country,country_code,report_year,top_1_share_pretax,next_9_share_pretax,middle_40_share_pretax,poorest_50_share_pretax,top_10_share_pretax
Lithuania,LTU,1995,9.33,25.61,46.79,18.26,34.94
Lithuania,LTU,1996,9.68,25.83,46.54,17.94,35.51
Lithuania,LTU,1997,9.26,25.79,46.82,18.119999,35.05
Lithuania,LTU,1998,8.87,25.68,47.11,18.34,34.55
Lithuania,LTU,1999,8.67,25.619999,47.170002,18.539999,34.289999
Lithuania,LTU,2000,8.55,25.6,47.29,18.57,34.15
Lithuania,LTU,2001,8.87,25.84,46.99,18.3,34.71
Lithuania,LTU,2002,8.93,26.019999,46.79,18.26,34.949999
Lithuania,LTU,2003,9.16,26.19,46.53,18.13,35.35
Lithuania,LTU,2004,8.57,26.53,46.95,17.96,35.1
Lithuania,LTU,2005,9.51,25.949999,46.47,18.07,35.459999
Lithuania,LTU,2006,8.44,24.699999,47.3,19.56,33.139999
Lithuania,LTU,2007,11.36,25.04,44.52,19.09,36.4
Lithuania,LTU,2008,11.71,25.14,44.3,18.84,36.85
Lithuania,LTU,2009,10.93,26.269999,44.34,18.47,37.199999
Lithuania,LTU,2010,9.17,25.490002,45.739998,19.59,34.660002
Lithuania,LTU,2011,9.55,25.060001,45.62,19.76,34.610001
Lithuania,LTU,2012,11.389999,25.66,43.84,19.11,37.049999
Lithuania,LTU,2013,11.79,25.79,43.62,18.8,37.58
Lithuania,LTU,2014,14.42,26.33,42.239998,17.01,40.75
Lithuania,LTU,2015,10.69,26.089998,45.170002,18.05,36.779998
Lithuania,LTU,2016,10.58,25.85,45.030003,18.539999,36.43
Lithuania,LTU,2017,11.8,25.93,44.12,18.16,37.73
Lithuania,LTU,2022,9.49,24.93,45.91,19.67,34.42
Lithuania,LTU,2023,9.4800005,24.94,45.91,19.67,34.4200005
Luxembourg,LUX,1985,13.070001,22.130001,43.149998,21.65,35.200002
Luxembourg,LUX,1991,14.5,21.73,41.36,22.41,36.23
Luxembourg,LUX,1994,14.32,21.85,41.43,22.400002,36.17
Luxembourg,LUX,1997,15.080001,22.550001,41.55,20.810001,37.630002
Luxembourg,LUX,2000,17.45,22.8,39.93,19.82,40.25
Luxembourg,LUX,2004,18.099998,23.55,39.08,19.27,41.649998
Luxembourg,LUX,2005,18.58,23.64,38.370003,19.41,42.22
Luxembourg,LUX,2006,17.22,23.14,40.63,19,40.36
Luxembourg,LUX,2007,19.75,23.21,38.12,18.91,42.96
Luxembourg,LUX,2008,19.03,22.57,39.34,19.06,41.6
Luxembourg,LUX,2009,14.1,22.630001,42.43,20.84,36.730001
Luxembourg,LUX,2010,14.57,22.16,42.449997,20.82,36.73
Luxembourg,LUX,2011,13.099999,22.89,44.21,19.8,35.989999
Luxembourg,LUX,2012,16.380001,22.52,41.920002,19.19,38.900001
Luxembourg,LUX,2013,13.74,22.81,44,19.45,36.55
Luxembourg,LUX,2014,15.13,22.37,43.03,19.470001,37.5
Luxembourg,LUX,2015,10.87,22.75,45.75,20.630001,33.62
Luxembourg,LUX,2016,12.42,22.490002,45.31,19.769999,34.910002
Luxembourg,LUX,2017,15.29,22.77,43.47,18.47,38.06
Luxembourg,LUX,2022,13.249999,22.949999,44.66,19.140001,36.199998
Luxembourg,LUX,2023,13.66,22.77,44.5,19.07,36.43
Macao,MAC,2022,15.93,27.19,42.87,14,43.12
Macao,MAC,2023,14.46,27.810001,43.53,14.210001,42.270001
Madagascar,MDG,1980,21.43,33.469997,33.82,11.280001,54.899997
Madagascar,MDG,1997,14.61,31.830002,38.88,14.669999,46.440002
Madagascar,MDG,1999,11.64,32.84,40.57,14.95,44.48
Madagascar,MDG,2001,15.76,37.6,35.550003,11.1,53.36
Madagascar,MDG,2005,18.33,31.600002,35.61,14.47,49.930002
Madagascar,MDG,2010,18.6,33.309998,34.7,13.38,51.909998
Madagascar,MDG,2012,15.0199995,35.24,36.41,13.339999,50.2599995
Madagascar,MDG,2022,15.0199995,35.24,36.41,13.339999,50.2599995
Madagascar,MDG,2023,15.0199995,35.24,36.41,13.339999,50.2599995
Malawi,MWI,1997,64.240005,15.889999,14.25,5.6200004,80.130004
Malawi,MWI,2004,18.83,31.779999,34.99,14.4,50.609999
Malawi,MWI,2010,21.73,33.3,33.03,11.940001,55.03
Malawi,MWI,2016,31.060001,26.78,29.92,12.24,57.840001
Malawi,MWI,2022,15.0199995,32.79,37.13,15.070001,47.8099995
Malawi,MWI,2023,15.0199995,32.79,37.13,15.070001,47.8099995
Malaysia,MYS,1984,19.98,26.85,37.98,15.2,46.83
Malaysia,MYS,1987,19.43,26.519999,38.34,15.710001,45.949999
Malaysia,MYS,1989,18.84,26.42,38.54,16.2,45.26
Malaysia,MYS,1992,18.880001,26.820002,38.870003,15.440001,45.700003
Malaysia,MYS,1995,19.36,26.97,38.56,15.099999,46.33
Malaysia,MYS,1997,19.92,27.06,38.23,14.79,46.98
Malaysia,MYS,2003,19.16,26.22,39.1,15.52,45.38
Malaysia,MYS,2004,17.18,27.46,39.77,15.58,44.64
Malaysia,MYS,2005,17.2,27.649998,39.64,15.51,44.849998
Malaysia,MYS,2006,17.54,27.73,39.35,15.379999,45.27
Malaysia,MYS,2007,18.24,27.689999,38.9,15.18,45.929999
Malaysia,MYS,2008,17.98,26.94,39.559998,15.530001,44.92
Malaysia,MYS,2009,18.14,26.050001,40.02,15.800001,44.190001
Malaysia,MYS,2010,18.59,25.510002,39.879997,16.03,44.100002
Malaysia,MYS,2011,16.9,25.64,40.77,16.689999,42.54
Malaysia,MYS,2012,16.36,25.400002,41.11,17.13,41.760002
Malaysia,MYS,2013,15.65,25.080002,41.22,18.05,40.730002
Malaysia,MYS,2014,14.589999,24.84,41.52,19.06,39.429999
Malaysia,MYS,2015,15.360001,24.619999,41.13,18.880001,39.98
Malaysia,MYS,2022,14.64,24.83,41.48,19.04,39.47
Malaysia,MYS,2023,14.599999,24.84,41.5,19.050001,39.439999
Maldives,MDV,2002,36.03,21.59,30.17,12.2,57.62
Maldives,MDV,2009,19.300001,27.03,38.5,15.16,46.330001
Maldives,MDV,2016,13.070001,25.75,41.34,19.85,38.820001
Maldives,MDV,2022,13.179999,25.73,41.280003,19.81,38.909999
Maldives,MDV,2023,12.9800005,25.81,41.36,19.85,38.7900005
Mali,MLI,1994,21.49,36.62,31.92,9.969999,58.11
Mali,MLI,2001,13.62,32.52,39.5,14.34,46.14
Mali,MLI,2006,12.67,33.66,38.640003,15.0199995,46.33
Mali,MLI,2009,9.52,31.05,41.68,17.75,40.57
Mali,MLI,2022,11.93,32.300003,39.36,16.41,44.230003
Mali,MLI,2023,11.93,32.300003,39.36,16.41,44.230003
Malta,MLT,1980,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,1981,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,1982,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,1983,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,1984,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,1985,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,1986,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,1987,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,1988,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,1989,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,1990,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,1991,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,1992,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,1993,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,1994,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,1995,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,1996,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,1997,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,1998,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,1999,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,2000,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,2001,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,2002,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,2003,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,2004,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,2005,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,2006,7.29,21.46,47.63,23.630001,28.75
Malta,MLT,2007,6.6200004,22.19,48.100002,23.1,28.8100004
Malta,MLT,2008,7.3700004,22.01,46.75,23.87,29.3800004
Malta,MLT,2009,8.42,22.75,46.2,22.630001,31.17
Malta,MLT,2010,8.2,21.9,47.06,22.84,30.1
Malta,MLT,2011,9.570001,21.99,45.809998,22.630001,31.560001
Malta,MLT,2012,10.18,22.32,45.43,22.07,32.5
Malta,MLT,2013,10.5,22.550001,45,21.94,33.050001
Malta,MLT,2014,10.46,22.88,44.86,21.8,33.34
Malta,MLT,2015,10.719999,23.710001,44.350002,21.21,34.43
Malta,MLT,2016,10.54,23.199999,45.85,20.41,33.739999
Malta,MLT,2017,11.18,23.66,45.2,19.97,34.84
Malta,MLT,2022,8.88,22.560001,46.36,22.2,31.440001
Malta,MLT,2023,8.87,22.560001,46.36,22.2,31.430001
Marshall Islands,MHL,1980,8.81,26.359999,43.239998,21.6,35.169999
Marshall Islands,MHL,1981,8.95,26.31,43.18,21.56,35.26
Marshall Islands,MHL,1982,9.099999,26.249998,43.14,21.51,35.349997
Marshall Islands,MHL,1983,9.25,26.199999,43.079998,21.47,35.449999
Marshall Islands,MHL,1984,9.4,26.140001,43.04,21.43,35.540001
Marshall Islands,MHL,1985,9.55,26.089998,42.98,21.38,35.639998
Marshall Islands,MHL,1986,9.71,26.03,42.92,21.33,35.74
Marshall Islands,MHL,1987,9.87,25.97,42.87,21.289999,35.84
Marshall Islands,MHL,1988,10.03,25.92,42.809998,21.24,35.95
Marshall Islands,MHL,1989,10.2,25.85,42.76,21.189999,36.05
Marshall Islands,MHL,1990,10.37,25.79,42.69,21.14,36.16
Marshall Islands,MHL,1991,10.65,25.82,42.39,21.14,36.47
Marshall Islands,MHL,1992,10.91,25.87,42.1,21.13,36.78
Marshall Islands,MHL,1993,11.17,25.9,41.79,21.13,37.07
Marshall Islands,MHL,1994,11.42,25.93,41.52,21.119999,37.35
Marshall Islands,MHL,1995,11.66,25.97,41.260002,21.119999,37.63
Marshall Islands,MHL,1996,11.89,26,40.99,21.119999,37.89
Marshall Islands,MHL,1997,12.12,26.03,40.73,21.11,38.15
Marshall Islands,MHL,1998,12.34,26.06,40.49,21.11,38.4
Marshall Islands,MHL,1999,12.549999,26.089998,40.239998,21.11,38.639997
Marshall Islands,MHL,2000,12.76,26.12,40.02,21.1,38.88
Marshall Islands,MHL,2001,13.14,26.62,39.6,20.65,39.76
Marshall Islands,MHL,2002,13.51,27.1,39.19,20.2,40.61
Marshall Islands,MHL,2003,13.879999,27.57,38.79,19.76,41.449999
Marshall Islands,MHL,2004,14.23,28.04,38.4,19.33,42.27
Marshall Islands,MHL,2005,14.58,28.490002,38.02,18.92,43.070002
Marshall Islands,MHL,2006,14.920001,28.93,37.65,18.51,43.850001
Marshall Islands,MHL,2007,15.25,29.37,37.27,18.109999,44.62
Marshall Islands,MHL,2008,15.57,29.789999,36.91,17.720001,45.359999
Marshall Islands,MHL,2009,15.889999,30.199999,36.57,17.34,46.089998
Marshall Islands,MHL,2010,16.2,30.61,36.219997,16.97,46.81
Marshall Islands,MHL,2011,16.18,30.829998,36.129997,16.859999,47.009998
Marshall Islands,MHL,2012,16.16,31.029999,36.04,16.76,47.189999
Marshall Islands,MHL,2013,16.140001,31.23,35.95,16.67,47.370001
Marshall Islands,MHL,2014,16.12,31.420002,35.89,16.58,47.540002
Marshall Islands,MHL,2015,16.11,31.59,35.79,16.5,47.7
Marshall Islands,MHL,2016,16.09,31.77,35.73,16.42,47.86
Marshall Islands,MHL,2017,16.07,31.93,35.66,16.34,48
Marshall Islands,MHL,2018,16.060001,32.09,35.600002,16.26,48.150001
Marshall Islands,MHL,2019,16.050001,32.23,35.530003,16.19,48.280001
Marshall Islands,MHL,2020,16.03,32.38,35.460003,16.12,48.41
Marshall Islands,MHL,2021,16.03,32.38,35.460003,16.12,48.41
Marshall Islands,MHL,2022,16.03,32.38,35.460003,16.12,48.41
Marshall Islands,MHL,2023,16.03,32.38,35.460003,16.12,48.41
Mauritania,MRT,1987,12.75,35.08,39.5,12.67,47.83
Mauritania,MRT,1993,12.42,32.8,39.96,14.820001,45.22
Mauritania,MRT,1995,12.41,32,40.07,15.52,44.41
Mauritania,MRT,2000,11,34.09,40.05,14.849999,45.09
Mauritania,MRT,2004,16.73,33.26,35.63,14.38,49.99
Mauritania,MRT,2008,10.12,30.84,42.68,16.35,40.96
Mauritania,MRT,2014,10.59,29.28,42.09,18.029999,39.87
Mauritania,MRT,2022,9.8,29.49,42.32,18.39,39.29
Mauritania,MRT,2023,9.8,29.49,42.32,18.39,39.29
Mauritius,MUS,2006,13.59,31.52,38.4,16.48,45.11
Mauritius,MUS,2012,16.88,32.16,35.8,15.16,49.04
Mauritius,MUS,2017,15.809999,31.02,37.21,15.96,46.829999
Mauritius,MUS,2022,15.76,31.029999,37.23,15.97,46.789999
Mauritius,MUS,2023,15.73,31.04,37.25,15.98,46.77
Mexico,MEX,2001,11.69,43.11,38.96,6.24,54.8
Mexico,MEX,2002,11.69,43.11,38.96,6.24,54.8
Mexico,MEX,2003,14.679999,42.739998,36.57,6.01,57.419997
Mexico,MEX,2004,17.67,42.36,34.19,5.7799997,60.03
Mexico,MEX,2005,16.09,43.63,34.4,5.89,59.72
Mexico,MEX,2006,14.51,44.890003,34.6,6,59.400003
Mexico,MEX,2007,18.05,44.21,32.120003,5.6200004,62.26
Mexico,MEX,2008,21.6,43.51,29.640001,5.25,65.11
Mexico,MEX,2009,23.43,40.32,30.79,5.46,63.75
Mexico,MEX,2010,25.260002,37.13,31.96,5.67,62.390002
Mexico,MEX,2011,26.339998,36.92,31.21,5.53,63.259998
Mexico,MEX,2012,27.41,36.73,30.47,5.38,64.14
Mexico,MEX,2013,28.189999,35.59,30.71,5.51,63.779999
Mexico,MEX,2014,28.98,34.45,30.95,5.63,63.43
Mexico,MEX,2015,26.81,36.55,30.759998,5.88,63.36
Mexico,MEX,2016,24.64,38.66,30.57,6.14,63.3
Mexico,MEX,2017,27.13,37.53,29.24,6.1,64.66
Mexico,MEX,2018,29.63,36.399998,27.91,6.0699997,66.029998
Mexico,MEX,2019,27.619999,37.03,29.19,6.16,64.649999
Mexico,MEX,2022,21.58,38.05,32.81,7.56,59.63
Mexico,MEX,2023,21.58,38.05,32.81,7.56,59.63
Micronesia (country),FSM,1980,8.81,26.359999,43.239998,21.6,35.169999
Micronesia (country),FSM,1981,8.95,26.31,43.18,21.56,35.26
Micronesia (country),FSM,1982,9.099999,26.249998,43.14,21.51,35.349997
Micronesia (country),FSM,1983,9.25,26.199999,43.079998,21.47,35.449999
Micronesia (country),FSM,1984,9.4,26.140001,43.04,21.43,35.540001
Micronesia (country),FSM,1985,9.55,26.089998,42.98,21.38,35.639998
Micronesia (country),FSM,1986,9.71,26.03,42.92,21.33,35.74
Micronesia (country),FSM,1987,9.87,25.97,42.87,21.289999,35.84
Micronesia (country),FSM,1988,10.03,25.92,42.809998,21.24,35.95
Micronesia (country),FSM,1989,10.2,25.85,42.76,21.189999,36.05
Micronesia (country),FSM,1990,10.37,25.79,42.69,21.14,36.16
Micronesia (country),FSM,1991,10.65,25.82,42.39,21.14,36.47
Micronesia (country),FSM,1992,10.91,25.87,42.1,21.13,36.78
Micronesia (country),FSM,1993,11.17,25.9,41.79,21.13,37.07
Micronesia (country),FSM,1994,11.42,25.93,41.52,21.119999,37.35
Micronesia (country),FSM,1995,11.66,25.97,41.260002,21.119999,37.63
Micronesia (country),FSM,1996,11.89,26,40.99,21.119999,37.89
Micronesia (country),FSM,1997,12.12,26.03,40.73,21.11,38.15
Micronesia (country),FSM,1998,12.34,26.06,40.49,21.11,38.4
Micronesia (country),FSM,1999,12.549999,26.089998,40.239998,21.11,38.639997
Micronesia (country),FSM,2000,12.76,26.12,40.02,21.1,38.88
Micronesia (country),FSM,2001,13.14,26.62,39.6,20.65,39.76
Micronesia (country),FSM,2002,13.51,27.1,39.19,20.2,40.61
Micronesia (country),FSM,2003,13.879999,27.57,38.79,19.76,41.449999
Micronesia (country),FSM,2004,14.23,28.04,38.4,19.33,42.27
Micronesia (country),FSM,2005,14.58,28.490002,38.02,18.92,43.070002
Micronesia (country),FSM,2006,14.920001,28.93,37.65,18.51,43.850001
Micronesia (country),FSM,2007,15.25,29.37,37.27,18.109999,44.62
Micronesia (country),FSM,2008,15.57,29.789999,36.91,17.720001,45.359999
Micronesia (country),FSM,2009,15.889999,30.199999,36.57,17.34,46.089998
Micronesia (country),FSM,2010,16.2,30.61,36.219997,16.97,46.81
Micronesia (country),FSM,2011,16.18,30.829998,36.129997,16.859999,47.009998
Micronesia (country),FSM,2012,16.16,31.029999,36.04,16.76,47.189999
Micronesia (country),FSM,2013,16.140001,31.23,35.95,16.67,47.370001
Micronesia (country),FSM,2014,16.12,31.420002,35.89,16.58,47.540002
Micronesia (country),FSM,2015,16.11,31.59,35.79,16.5,47.7
Micronesia (country),FSM,2016,16.09,31.77,35.73,16.42,47.86
Micronesia (country),FSM,2017,16.07,31.93,35.66,16.34,48
Micronesia (country),FSM,2018,16.060001,32.09,35.600002,16.26,48.150001
Micronesia (country),FSM,2019,16.050001,32.23,35.530003,16.19,48.280001
Micronesia (country),FSM,2020,16.03,32.38,35.460003,16.12,48.41
Micronesia (country),FSM,2021,16.03,32.38,35.460003,16.12,48.41
Micronesia (country),FSM,2022,16.03,32.38,35.460003,16.12,48.41
Micronesia (country),FSM,2023,16.03,32.38,35.460003,16.12,48.41
Mongolia,MNG,2011,16.68,27.939999,39.899998,15.48,44.619999
Moldova,MDA,1988,5.87,19.949999,48.34,25.83,25.819999
Moldova,MDA,1993,9.650001,25.400002,47.11,17.84,35.050003
Moldova,MDA,1998,8.95,25.97,48.57,16.52,34.92
Moldova,MDA,1999,8.84,25.86,48.69,16.619999,34.7
Moldova,MDA,2000,8.780001,25.71,48.57,16.93,34.490001
Moldova,MDA,2001,8.66,25.98,48.719997,16.64,34.64
Moldova,MDA,2002,9.059999,25.7,48.51,16.73,34.759999
Moldova,MDA,2003,9.42,25.66,48.18,16.73,35.08
Moldova,MDA,2004,9.43,25.74,48.100002,16.73,35.17
Moldova,MDA,2005,9.84,25.75,47.870003,16.529999,35.59
Moldova,MDA,2006,10.22,25.69,47.670002,16.43,35.91
Moldova,MDA,2007,10.42,25.68,47.22,16.68,36.1
Moldova,MDA,2008,10.84,25.400002,47.14,16.619999,36.240002
Moldova,MDA,2009,10.61,25.52,46.98,16.89,36.13
Moldova,MDA,2010,10.450001,25.080002,47.29,17.18,35.530003
Moldova,MDA,2011,10.67,24.5,47.31,17.52,35.17
Moldova,MDA,2012,10.5,24.25,47.43,17.83,34.75
Moldova,MDA,2013,10.08,24.21,47.620003,18.09,34.29
Moldova,MDA,2014,10.15,23.9,47.5,18.449999,34.05
Moldova,MDA,2015,10.18,23.74,47.57,18.51,33.92
Moldova,MDA,2016,9.88,23.44,47.690002,18.99,33.32
Moldova,MDA,2017,10.59,23.17,47.32,18.94,33.76
Moldova,MDA,2018,10.3,23.5,47.29,18.91,33.8
Moldova,MDA,2022,10.73,23.45,47.02,18.81,34.18
Moldova,MDA,2023,10.679999,23.46,47.04,18.82,34.139999
Monaco,MCO,1980,9.08,23.14,47.32,20.460001,32.22
Monaco,MCO,1981,9.049999,23.17,47.33,20.45,32.219999
Monaco,MCO,1982,9.0199995,23.16,47.510002,20.32,32.1799995
Monaco,MCO,1983,9.13,23.17,47.19,20.51,32.3
Monaco,MCO,1984,9.34,23.32,47.03,20.31,32.66
Monaco,MCO,1985,9.37,23.5,47.24,19.89,32.87
Monaco,MCO,1986,9.34,23.18,47.3,20.17,32.52
Monaco,MCO,1987,9.2699995,23.23,47.19,20.31,32.4999995
Monaco,MCO,1988,9.33,23.109999,46.74,20.82,32.439999
Monaco,MCO,1989,9.43,23.17,46.69,20.710001,32.6
Monaco,MCO,1990,9.22,23.28,46.56,20.93,32.5
Monaco,MCO,1991,9.139999,23.16,46.64,21.05,32.299999
Monaco,MCO,1992,9.51,23.69,46.239998,20.550001,33.2
Monaco,MCO,1993,9.63,23.82,46.67,19.88,33.45
Monaco,MCO,1994,10.07,24.1,46.45,19.37,34.17
Monaco,MCO,1995,9.75,24.11,46.59,19.56,33.86
Monaco,MCO,1996,10.08,23.95,46.44,19.53,34.03
Monaco,MCO,1997,10.679999,24.130001,45.989998,19.19,34.81
Monaco,MCO,1998,10.809999,24.14,45.789997,19.26,34.949999
Monaco,MCO,1999,10.88,24.11,45.76,19.24,34.99
Monaco,MCO,2000,11.3,24.27,45.52,18.92,35.57
Monaco,MCO,2001,10.86,24.25,45.96,18.93,35.11
Monaco,MCO,2002,10.5,24.11,46.2,19.19,34.61
Monaco,MCO,2003,10.75,24.01,46.37,18.87,34.76
Monaco,MCO,2004,11.16,23.880001,46.88,18.08,35.040001
Monaco,MCO,2005,11.34,23.94,46.399998,18.32,35.28
Monaco,MCO,2006,12,23.980001,45.87,18.16,35.980001
Monaco,MCO,2007,11.9800005,24.09,45.52,18.4,36.0700005
Monaco,MCO,2008,10.78,23.46,46.6,19.16,34.24
Monaco,MCO,2009,9.88,23.6,47.02,19.5,33.48
Monaco,MCO,2010,10.93,24.21,46.43,18.43,35.14
Monaco,MCO,2011,10.88,24.18,46.62,18.33,35.06
Monaco,MCO,2012,10.25,24.15,47.170002,18.44,34.4
Monaco,MCO,2013,10.400001,24.23,47.170002,18.189999,34.630001
Monaco,MCO,2014,10.849999,24.24,46.85,18.06,35.089999
Monaco,MCO,2015,10.66,24.33,46.92,18.09,34.99
Monaco,MCO,2016,10.7699995,24.359999,46.69,18.189999,35.1299985
Monaco,MCO,2017,10.78,24.5,46.41,18.32,35.28
Monaco,MCO,2018,10.83,24.42,46.27,18.49,35.25
Monaco,MCO,2019,10.49,24.529999,46.309998,18.68,35.019999
Monaco,MCO,2020,10.58,24.279999,46.54,18.6,34.859999
Monaco,MCO,2021,11.4,24.130001,46.03,18.44,35.530001
Monaco,MCO,2022,11.5,24.17,45.85,18.49,35.67
Monaco,MCO,2023,11.5,24.17,45.85,18.49,35.67
Mongolia,MNG,1995,14.929999,27.46,42.6,15.000001,42.389999
Mongolia,MNG,1998,15.11,28.060001,41.36,15.469999,43.170001
Mongolia,MNG,2002,16.529999,28.009998,41.08,14.38,44.539997
Mongolia,MNG,2007,16.27,31.740002,37.93,14.059999,48.010002
Mongolia,MNG,2012,18.16,27.19,40.32,14.33,45.35
Mongolia,MNG,2013,16.859999,26.699999,40.95,15.49,43.559998
Mongolia,MNG,2014,17.48,26.640001,40.6,15.28,44.120001
Mongolia,MNG,2015,16.27,28.54,39.59,15.610001,44.81
Mongolia,MNG,2016,16.37,27.739998,40.09,15.809999,44.109998
Mongolia,MNG,2017,17.22,26.19,40.57,16.02,43.41
Mongolia,MNG,2022,18.880001,25.7,39.68,15.74,44.580001
Mongolia,MNG,2023,16.060001,26.339998,41.25,16.36,42.399999
Montenegro,MNE,1980,7.0600004,24.12,49.219997,19.61,31.1800004
Montenegro,MNE,1981,7.0699997,24.11,49.219997,19.6,31.1799997
Montenegro,MNE,1982,7.0699997,24.11,49.21,19.6,31.1799997
Montenegro,MNE,1983,7.0600004,24.12,49.219997,19.61,31.1800004
Montenegro,MNE,1984,7.0600004,24.11,49.21,19.619999,31.1700004
Montenegro,MNE,1985,7.0600004,24.11,49.21,19.619999,31.1700004
Montenegro,MNE,1986,7.0600004,24.1,49.219997,19.619999,31.1600004
Montenegro,MNE,1987,7.0600004,24.1,49.21,19.63,31.1600004
Montenegro,MNE,1988,7.0600004,24.1,49.21,19.63,31.1600004
Montenegro,MNE,1989,7.0600004,24.1,49.21,19.63,31.1600004
Montenegro,MNE,2001,8.120001,24.34,48.29,19.25,32.460001
Montenegro,MNE,2006,8.23,24.16,48.35,19.27,32.39
Montenegro,MNE,2007,7.8900003,24.08,48.52,19.51,31.9700003
Montenegro,MNE,2008,8.1,24.26,48.07,19.57,32.36
Montenegro,MNE,2009,8.49,23.980001,48.32,19.220001,32.470001
Montenegro,MNE,2010,8.79,24.1,47.780003,19.34,32.89
Montenegro,MNE,2011,9.23,24.25,47.08,19.45,33.48
Montenegro,MNE,2012,9.95,25.68,47.920002,16.45,35.63
Montenegro,MNE,2013,9.570001,25.630001,47.82,16.98,35.200002
Montenegro,MNE,2014,9.21,25.43,48.31,17.039999,34.64
Montenegro,MNE,2015,10.66,26.13,47.72,15.5,36.79
Montenegro,MNE,2016,10.450001,26.089998,47.09,16.36,36.539999
Montenegro,MNE,2017,10.599999,26.08,46.99,16.32,36.679999
Montenegro,MNE,2022,9.889999,26.019999,47.54,16.56,35.909998
Montenegro,MNE,2023,9.929999,26.01,47.510002,16.55,35.939999
Montserrat,MSR,1980,23.75,32.190002,35.87,8.190001,55.940002
Montserrat,MSR,1981,23.64,32.29,35.9,8.16,55.93
Montserrat,MSR,1982,23.53,32.4,35.94,8.13,55.93
Montserrat,MSR,1983,23.42,32.510002,35.97,8.1,55.930002
Montserrat,MSR,1984,23.31,32.61,36.01,8.070001,55.92
Montserrat,MSR,1985,23.19,32.73,36.04,8.030001,55.92
Montserrat,MSR,1986,23.07,32.85,36.09,8,55.92
Montserrat,MSR,1987,22.949999,32.96,36.12,7.96,55.909999
Montserrat,MSR,1988,22.83,33.079998,36.16,7.9300003,55.909998
Montserrat,MSR,1989,22.71,33.21,36.21,7.8599997,55.92
Montserrat,MSR,1990,22.58,33.34,36.26,7.83,55.92
Montserrat,MSR,1991,22.57,33.23,36.3,7.8900003,55.8
Montserrat,MSR,1992,22.550001,33.149998,36.37,7.9300003,55.699999
Montserrat,MSR,1993,22.54,33.059998,36.44,7.9700003,55.599998
Montserrat,MSR,1994,22.53,32.97,36.489998,8,55.5
Montserrat,MSR,1995,22.52,32.88,36.559998,8.04,55.4
Montserrat,MSR,1996,22.51,32.8,36.62,8.070001,55.31
Montserrat,MSR,1997,22.5,32.71,36.68,8.110001,55.21
Montserrat,MSR,1998,22.490002,32.63,36.73,8.14,55.120002
Montserrat,MSR,1999,22.480001,32.550003,36.8,8.18,55.030004
Montserrat,MSR,2000,22.470001,32.47,36.86,8.21,54.940001
Montserrat,MSR,2001,22.310001,32.460003,36.98,8.26,54.770004
Montserrat,MSR,2002,22.16,32.440002,37.09,8.299999,54.600002
Montserrat,MSR,2003,22.02,32.43,37.22,8.349999,54.45
Montserrat,MSR,2004,21.89,32.41,37.31,8.389999,54.3
Montserrat,MSR,2005,21.76,32.4,37.41,8.429999,54.16
Montserrat,MSR,2006,21.64,32.390003,37.5,8.46,54.030003
Montserrat,MSR,2007,21.529999,32.370003,37.6,8.5,53.900002
Montserrat,MSR,2008,21.42,32.36,37.69,8.53,53.78
Montserrat,MSR,2009,21.31,32.350002,37.77,8.57,53.660002
Montserrat,MSR,2010,21.21,32.34,37.86,8.6,53.55
Montserrat,MSR,2011,21.199999,31.830002,37.8,9.17,53.030001
Montserrat,MSR,2012,21.199999,31.32,37.75,9.74,52.519999
Montserrat,MSR,2013,21.199999,30.8,37.69,10.3,51.999999
Montserrat,MSR,2014,21.199999,30.300001,37.65,10.86,51.5
Montserrat,MSR,2015,21.189999,29.800001,37.59,11.41,50.99
Montserrat,MSR,2016,21.189999,29.300001,37.55,11.97,50.49
Montserrat,MSR,2017,21.189999,28.8,37.49,12.51,49.989999
Montserrat,MSR,2018,21.18,28.32,37.44,13.06,49.5
